data_completa,data,semana,qtd_marmitas,cardapio,qtd_frango,qtd_carne,qtd_calabresa,qtd_linguica,qtd_arroz,qtd_feijao,qtd_macarao,ano,mes
2021-12-29 21:52:38.909,2021-12-20,Segunda,104,"arroz, feijao, carne de soja e salada de acelga/mandioca.",,10.0,,,5.0,4.0,,2021,12
2021-12-29 21:53:16.819,2021-12-21,Terça,115,"macarrao com molho de soja, milho, ervilha e azeitonas.",,,,,,,10.0,2021,12
2021-12-29 21:54:08.692,2021-12-22,Quarta,107,"arroz temperado, feijao tropeiro, salpicao e pernil.",,10.0,,,5.0,4.0,,2021,12
2021-12-29 21:54:45.508,2021-12-27,Segunda,100,salada de macarrao.,,,,,,,10.0,2021,12
2021-12-29 21:55:18.863,2021-12-28,Terça,100,"arroz, strogonoff de frango e batata palha.",10.0,,,,5.0,,,2021,12
2021-12-29 21:55:56.658,2021-12-29,Quarta,90,"arroz, feijao, carne de porco e salada de acelga.",,10.0,,,5.0,4.0,,2021,12
2021-12-30 20:00:47.596,2021-12-30,Quinta,95,"Arroz com milho, vinagrete de feijão fradinho , maionese e lombo assado.",,10.0,,,5.0,4.0,,2021,12
2022-02-01 00:36:06.791,2022-01-03,Segunda,100,"arroz carreteiro, feijao e farofa.",,,,,5.0,4.0,,2022,1
2022-02-01 00:36:53.822,2022-01-04,Terça,112,salada de macarrao.,,,,,,,10.0,2022,1
2022-02-01 00:39:03.579,2022-01-05,Quarta,105,"arroz, strogonoff de frango e batata palha.",10.0,,,,5.0,,,2022,1
2022-02-01 00:39:47.211,2022-01-06,Quinta,118,"arroz, feijao, carne de soja e salada de batata.",,10.0,,,5.0,4.0,,2022,1
2022-02-01 00:41:37.676,2022-01-07,Sexta,100,"arroz, feijao tropeiro e creme de milho.",,,,,5.0,4.0,,2022,1
2022-02-01 00:43:48.540,2022-01-08,Sábado,105,"arroz, feijao tropeiro, mexido de ovo e farofa de cenoura com soja.",,,,,5.0,4.0,,2022,1
2022-02-01 00:44:41.828,2022-01-17,Segunda,96,salada de macarrao.,,,,,,,10.0,2022,1
2022-02-01 00:45:34.402,2022-01-18,Terça,101,"arroz, feijao, carne de porco e farofa de couve",,10.0,,,5.0,4.0,,2022,1
2022-02-01 00:46:06.138,2022-01-19,Quarta,103,"arroz, strogonoff de frango de batata palha.",10.0,,,,5.0,,,2022,1
2022-02-01 00:46:41.848,2022-01-20,Quinta,103,"arroz, feijao, carne de soja e pure de batata.",,10.0,,,5.0,4.0,,2022,1
2022-02-01 00:47:25.737,2022-01-21,Sexta,106,"arroz, feijao preto, calabresa e farofa de soja.",,,10.0,,5.0,4.0,,2022,1
2022-02-01 00:48:31.607,2022-01-22,Sábado,103,"arroz, feijao preto, creme de milho e ovos com bacon.",,,,,5.0,4.0,,2022,1
2022-02-01 00:49:13.728,2022-01-24,Segunda,97,salada de macarrao.,,,,,,,10.0,2022,1
2022-02-01 00:49:53.507,2022-01-25,Terça,80,"arroz, feijao, carne de soja e salada de batata com cenoura.",,10.0,,,5.0,4.0,,2022,1
2022-02-01 00:50:50.065,2022-01-26,Quarta,102,"arroz, feijao, calabresa e salada de repolho/batata e cenoura.",,,10.0,,5.0,4.0,,2022,1
2022-02-01 00:51:19.174,2022-01-27,Quinta,90,"arroz, strogonoff de frango e batata palha.",10.0,,,,5.0,,,2022,1
2022-02-01 00:52:09.704,2022-01-28,Sexta,95,"arroz, feijao, polenta e molho de linguiça.",,,,10.0,5.0,4.0,,2022,1
2022-02-01 00:53:02.108,2022-01-29,Sábado,95,"arroz, feijao preto, creme de erviha e farofa de calabresa com ovo.",,,10.0,,5.0,4.0,,2022,1
2022-02-01 00:53:40.156,2022-01-31,Segunda,95,"arroz, feijao, carne de soja e salada de acelga.",,10.0,,,5.0,4.0,,2022,1
2022-03-01 23:16:00.024,2022-02-01,Terça,95,"arroz , strogonoff de frango e batata palha.",10.0,,,,5.0,,,2022,2
2022-03-01 23:19:23.497,2022-02-03,Quinta,86,"arroz, feijao, carne de soja e salada de acelga.",,10.0,,,5.0,4.0,,2022,2
2022-03-01 23:20:03.415,2022-02-04,Sexta,97,arroz com frango e mexido de feijao.,10.0,,,,5.0,4.0,,2022,2
2022-03-01 23:21:05.367,2022-02-07,Segunda,80,"arroz, feijao, carne louca de pernil e pure de batata doce.",,10.0,,,5.0,4.0,,2022,2
2022-03-01 23:22:02.240,2022-02-08,Terça,85,"arroz, feijao preto, peru e creme de abobora.",10.0,,,,5.0,4.0,,2022,2
2022-03-01 23:22:44.446,2022-02-09,Quarta,85,salada de macarrao.,,,,,,,10.0,2022,2
2022-03-01 23:23:27.254,2022-02-10,Quinta,90,"arroz, strogonoff de frango e batata palha.",10.0,,,,5.0,4.0,,2022,2
2022-03-01 23:24:47.929,2022-02-11,Sexta,98,"arroz, feijao, calabresa e maionese.",,,10.0,,5.0,4.0,,2022,2
2022-03-01 23:25:27.370,2022-02-12,Sábado,78,macarrao com molho de soja.,,,,,,,10.0,2022,2
2022-03-01 23:26:04.037,2022-02-14,Segunda,88,"arroz, feijao, pure de batata e pernil.",,10.0,,,5.0,4.0,,2022,2
2022-03-01 23:26:38.749,2022-02-15,Terça,84,"arroz, feijao, mix de legumes e pernil.",,10.0,,,5.0,4.0,,2022,2
2022-03-01 23:27:08.701,2022-02-16,Quarta,100,salada de macarrao.,,,,,,,10.0,2022,2
2022-03-01 23:27:49.170,2022-02-17,Quinta,100,arroz strogonoff de frango de batata palha.,10.0,,,,5.0,,,2022,2
2022-03-01 23:28:23.270,2022-03-18,Sexta,85,"arroz, feijao, carne de soja e farofa de legumes.",,10.0,,,5.0,4.0,,2022,3
2022-03-01 23:29:02.736,2022-02-19,Sábado,95,arroz carreteiro e feijao tropeiro.,,,,,5.0,4.0,,2022,2
2022-03-01 23:29:35.340,2022-02-21,Segunda,99,"arroz, feijao, calabresa e creme de milho.",,,10.0,,5.0,4.0,,2022,2
2022-03-01 23:30:11.140,2022-02-22,Terça,91,"arroz, feijao preto, polenta e frango ensopado.",10.0,,,,5.0,4.0,,2022,2
2022-03-01 23:30:43.385,2022-02-23,Quarta,97,salada de macarrao.,,,,,,,10.0,2022,2
2022-03-01 23:31:21.444,2022-02-24,Quinta,101,"arroz, strogonoff de frango e batata palha.",10.0,,,,5.0,,,2022,2
2022-03-01 23:31:54.224,2022-02-25,Sexta,93,"arroz, feijao, carne de porco e salada de repolho.",,10.0,,,5.0,4.0,,2022,2
2022-03-01 23:32:47.839,2022-02-26,Sábado,92,"arroz, feijao, carne de soja e pure de abobora.",,10.0,,,5.0,4.0,,2022,2
2022-03-01 23:33:36.790,2022-02-28,Segunda,90,"arroz, feijao, pure de batata e frango ensopado.",10.0,,,,5.0,4.0,,2022,2
2022-04-01 01:49:05.085,2022-03-01,,87,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2022,3
2022-04-01 01:49:46.433,2022-03-02,,110,"arroz, strogonoff de frango e batata palha.",10.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,3
2022-04-01 01:50:41.400,2022-03-03,,83,"arroz, feijao, carne de soja e abobrinha refogada.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,3
2022-04-01 01:51:27.984,2022-03-04,,83,"arroz, feijao, pure de batata e frango.",10.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,3
2022-04-01 01:52:14.733,2022-03-05,,94,"arroz, feijao, carne e batata.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,3
2022-04-01 01:53:08.279,2022-03-07,,84,"arroz, feijao, carne de porco e salada de repolho.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,3
2022-04-01 01:53:53.337,2022-03-08,,91,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2022,3
2022-04-01 01:54:36.764,2022-03-09,,86,"arroz, feijao, carne de soja e salada de batata.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,3
2022-04-01 01:55:38.715,2022-03-10,,94,"arroz, feijao, carne moida com batata e farofa de abobrinha.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,3
2022-04-01 01:56:20.285,2022-03-11,,93,"arroz, feijao,pernil  e pure de batata doce.",0.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,3
2022-04-01 01:56:58.412,2022-03-12,,97,"arroz, strogonoff de frango e batata palha.",10.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,3
2022-04-01 01:57:27.030,2022-03-14,,101,"arroz, feijao, frango e creme de milho.",10.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,3
2022-04-01 01:57:53.285,2022-03-15,,100,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2022,3
2022-04-01 01:58:26.569,2022-03-16,,100,"arroz, feijao, carne de soja e pure de batata doce.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,3
2022-04-01 01:59:04.796,2022-03-17,,100,macarrao com molho de carne moida.,0.0,10.0,0.0,0.0,0.0,0.0,10.0,2022,3
2022-04-01 01:59:42.171,2022-03-18,,98,"arroz, feijao, carne de porco e pure de batata doce.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,3
2022-04-01 02:00:14.230,2022-03-19,,103,"arroz, strogonoff de frango e batata palha.",10.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,3
2022-04-01 02:00:51.732,2022-03-21,,98,"arroz, feijao, frango e salada de repolho.",10.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,3
2022-04-01 02:01:59.914,2022-03-22,,105,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2022,3
2022-04-01 02:02:32.114,2022-03-23,,107,"arroz, strogonoff de frango e batata palha.",10.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,3
2022-04-01 02:02:57.829,2022-03-24,,80,macarrao com carne moida.,0.0,10.0,0.0,0.0,0.0,0.0,10.0,2022,3
2022-04-01 02:03:36.206,2022-03-25,,110,"arroz carreteiro, feijao e pure de batata.",0.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,3
2022-04-01 02:04:07.723,2022-03-26,,80,"arroz, feijao, carne de soja e pure de batata doce.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,3
2022-04-01 02:04:59.490,2022-03-28,,114,"arroz, feijao, polenta/pure de batata doce e molho de frango.",10.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,3
2022-04-01 02:05:35.566,2022-03-29,,84,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2022,3
2022-04-01 02:06:31.526,2022-03-30,,109,"arroz, strogonoff de frango e batata palha.",10.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,3
2022-04-01 02:07:01.457,2022-03-31,,75,macarrao com carne moida.,0.0,10.0,0.0,0.0,0.0,0.0,10.0,2022,3
2022-05-02 21:25:24.636,2022-04-01,,103,"arroz, feijao, carne de soja e pure de batata.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,4
2022-05-02 21:26:28.851,2022-04-02,,89,"arroz, feijao, frango e creme de milho.",10.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,4
2022-05-02 21:27:52.906,2022-04-04,,107,"arroz carreteiro,feijao e creme de milho, batata doce.",0.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,4
2022-05-02 21:28:21.445,2022-04-05,,90,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2022,4
2022-05-02 21:30:11.156,2022-04-06,,91,"arroz, feijao, carne e batata.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,4
2022-05-02 21:31:00.817,2022-04-07,,146,macarrao com molho de frango.,10.0,0.0,0.0,0.0,0.0,0.0,10.0,2022,4
2022-05-02 21:31:41.951,2022-04-11,,92,"arroz, feijao, carne de soja e creme de ervilha.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,4
2022-05-02 21:32:37.220,2022-04-12,,86,"arroz, feijao, carne louca de pernil e pure de batata doce.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,4
2022-05-02 21:33:20.636,2022-04-14,,94,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2022,4
2022-05-02 21:34:09.748,2022-04-15,,95,"arroz, strogonoff de frango e batata palha.",10.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,4
2022-05-02 21:35:26.160,2022-04-19,,85,"arroz, feijao, carne de soja e salada de repolho.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,4
2022-05-02 21:36:02.645,2022-04-20,,87,"arroz, feijao, carne moida e batata.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,4
2022-05-02 21:36:52.611,2022-04-21,,73,"arroz, feijao, carne moida com repolho e pure de batata doce.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,4
2022-05-02 21:37:46.538,2022-04-22,,62,"arroz, feijao, creme de milho e salada de batata.",0.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,4
2022-05-02 21:38:33.359,2022-04-23,,65,"arroz, feijao, carne de soja com frango e pure de abobora.",10.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,4
2022-05-02 21:39:19.536,2022-04-25,,62,"arroz, feijao, carne de porco com batata doce e salada de repolho.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,4
2022-05-02 21:39:58.437,2022-04-26,,82,"arroz, feijao, carne moida e salada de repolho.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,4
2022-05-02 21:40:35.657,2022-04-27,,99,"arroz, feijao, polenta e molho de frango.",10.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,4
2022-05-02 21:41:15.342,2022-04-28,,85,"arroz, strogonoff de frango e batata palha.",10.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,4
2022-05-02 21:41:50.331,2022-04-29,,81,"arroz, feijao, frango e farofa de legumes.",10.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,4
2022-05-31 20:09:20.631,2022-05-02,,96,"arroz, feijao, carne soja com frango e farora/creme de abobora.",10.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,5
2022-05-31 20:10:04.198,2022-05-03,,60,"arroz, feijao, carne de porco e salada de repolho.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,5
2022-05-31 20:18:00.134,2022-05-04,,81,salada de macarrao,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2022,5
2022-05-31 20:18:49.132,2022-05-05,,78,"arroz, strogonoff de frango, e batata palha.",10.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,5
2022-05-31 20:19:24.468,2022-05-06,,84,"arroz, feijao, frango e creme de milho.",10.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,5
2022-05-31 20:19:59.835,2022-05-07,,84,macarrao com carne moida e repolho.,0.0,10.0,0.0,0.0,0.0,0.0,10.0,2022,5
2022-05-31 20:20:40.041,2022-05-09,,77,"arroz, feijao, frango e maionese.",10.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,5
2022-05-31 20:21:12.508,2022-05-10,,82,"arroz, feijao, soja e pure de batata doce.",0.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,5
2022-05-31 20:21:53.052,2022-05-11,,89,"arroz, feijao, carne de porco e salada de repolho/pure de batata doce.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,5
2022-05-31 20:22:21.469,2022-05-12,,78,"arroz, strogonoff de frango e batata palha.",10.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,5
2022-05-31 20:22:59.544,2022-05-13,,79,"arroz, feijao, frango e farofa de legumes.",10.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,5
2022-05-31 20:23:28.444,2022-05-14,,81,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2022,5
2022-05-31 20:24:05.319,2022-05-16,,85,"arroz, feijao preto, frango e farofa de legumes.",10.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,5
2022-05-31 20:25:32.767,2022-05-17,,78,"arroz, feijao preto, carne moida e pure de cabotia.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,5
2022-05-31 20:26:14.937,2022-05-18,,79,"arroz, feijao preto, ovo mexido e pure de batata doce.",0.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,5
2022-05-31 20:26:49.962,2022-05-19,,72,"arroz com frango , feijao preto e polenta.",10.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,5
2022-05-31 20:27:29.695,2022-05-20,,89,"arroz, strogonoff de frango e batata palha.",10.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,5
2022-05-31 20:28:06.977,2022-05-21,,79,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2022,5
2022-05-31 20:28:50.613,2022-05-23,,84,"arroz, feijao, carne moida e salada de acelga.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,5
2022-05-31 20:29:34.554,2022-05-24,,86,"arroz, strogonoff de frango e batata palha.",10.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,5
2022-05-31 20:30:44.414,2022-05-25,,84,"arroz, feijao, ovo mexido e farofa de legumes.",0.0,0.0,0.0,0.0,5.0,4.0,0.0,2022,5
2022-05-31 20:31:13.030,2022-05-26,,89,"arroz, feijao, calabresa e salada de beterraba.",0.0,0.0,10.0,0.0,5.0,4.0,0.0,2022,5
2022-05-31 20:31:48.489,2022-05-27,,88,"arroz, feijao, carne louca de perbil e salada de couve.",0.0,10.0,0.0,0.0,5.0,4.0,0.0,2022,5
2022-05-31 20:32:20.264,2022-05-28,,85,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2022,5
2022-05-31 20:32:55.796,2022-05-30,,86,"arroz, strogonoff de frango e batata palha.",10.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,5
2022-05-31 20:33:30.275,2022-05-31,,68,"arroz, feojao, frango/moela e farofa, salada de cenoura.",10.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,5
2022-06-30 23:03:32.542,2022-06-01,,66,"arroz, feijao, calabresa e salada de repolho/cenoura.",0.0,0.0,5.0,0.0,5.0,2.0,0.0,2022,6
2022-06-30 23:04:19.739,2022-06-02,,67,"arroz, feijao, linguiça e pure de batata.",0.0,0.0,0.0,5.0,5.0,2.0,0.0,2022,6
2022-06-30 23:05:05.989,2022-06-03,,65,"arroz, feijao, calabresa e creme de milho.",0.0,0.0,5.0,0.0,5.0,2.0,0.0,2022,6
2022-06-30 23:05:34.966,2022-06-04,,76,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,6
2022-06-30 23:06:08.212,2022-06-06,,69,"arroz, strogonof de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,6
2022-06-30 23:06:51.582,2022-06-07,,67,"arroz, feijao, carne de soja e salada de beterraba.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,6
2022-06-30 23:07:26.995,2022-06-08,,73,"arroz, feijao, carne moida e salada de batata doce.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,6
2022-06-30 23:08:44.383,2022-06-09,,70,"arroz, feijao preto , moela e salada de beterraba / chucu.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,6
2022-06-30 23:09:11.395,2022-06-10,,73,"arroz, feijoada e salada de couve.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,6
2022-06-30 23:09:42.477,2022-06-11,,66,"arroz, feijoada e salada de couve.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,6
2022-06-30 23:10:21.011,2022-06-13,,79,"arroz, feijao preto, frango e salada de cenoura.",6.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,6
2022-06-30 23:11:04.430,2022-06-14,,64,"arroz, feijao preto, carne de porco e farofa de abobrinha.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,6
2022-06-30 23:11:51.155,2022-06-15,,76,"arroz, feijao preto, carne de soja e salada de chucu.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,6
2022-06-30 23:12:21.218,2022-06-16,,71,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,6
2022-06-30 23:12:45.080,2022-06-17,,80,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,6
2022-06-30 23:14:07.134,2022-06-18,,73,"arroz, feijao preto, linguiça e creme de abobora.",0.0,0.0,0.0,5.0,5.0,2.0,0.0,2022,6
2022-06-30 23:14:41.665,2022-06-20,,74,"arroz, feijao preto, carne moida de batata.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,6
2022-06-30 23:15:28.667,2022-06-21,,85,"arroz, feijao preto, carne de soja e pure de batata doce.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,6
2022-06-30 23:15:59.370,2022-06-22,,73,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,6
2022-06-30 23:16:48.855,2022-06-23,,73,"arroz, feijao preto, frango e farofa de chuchu.",6.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,6
2022-06-30 23:17:20.523,2022-06-27,,79,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,6
2022-06-30 23:17:53.797,2022-06-28,,70,"arroz, feijao preto, linguiça e polenta.",0.0,0.0,0.0,5.0,5.0,2.0,0.0,2022,6
2022-06-30 23:18:26.332,2022-06-29,,67,"arroz, feijao preto, calabresa e farofa de cenoura.",0.0,0.0,5.0,0.0,5.0,2.0,0.0,2022,6
2022-06-30 23:18:52.896,2022-06-30,,156,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,6
2022-07-31 19:52:17.606,2022-07-01,,118,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,7
2022-07-31 19:53:03.066,2022-07-02,,71,macarrao a bolonhesa.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,7
2022-07-31 19:53:37.520,2022-07-04,,68,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,7
2022-07-31 19:54:13.840,2022-07-05,,63,"arroz, feijao preto, moela e salada de repolho.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 19:54:56.425,2022-07-06,,58,"arroz, feijao preto, almondega e pure de batata doce.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 19:55:52.835,2022-07-07,,63,"arroz, feijao preto, carne de porco e farofa de abobrinha com cenoura.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 19:56:25.903,2022-07-08,,57,"arroz, feijao preto, calabresa e salada de batata.",0.0,0.0,5.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 19:56:51.057,2022-07-09,,79,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,7
2022-07-31 19:57:30.127,2022-07-11,,61,"arroz, salada de feijao fradinho, moela e pure de batata.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 19:58:05.322,2022-07-12,,65,"arroz, feijao, bolinho de linguiça e coleslaw.",0.0,0.0,0.0,5.0,5.0,2.0,0.0,2022,7
2022-07-31 19:59:09.133,2022-07-13,,63,"arroz, feijao, bolinho de linguiça/calabresa e coleslaw/ salada de beterraba.",0.0,0.0,5.0,5.0,5.0,2.0,0.0,2022,7
2022-07-31 19:59:57.123,2022-07-14,,129,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,7
2022-07-31 20:00:22.132,2022-07-15,,73,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,7
2022-07-31 20:01:05.494,2022-07-16,,62,"arroz, feijao, carne de soja e salada de beterraba.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 20:01:41.308,2022-07-18,,65,"arroz, salada de feijao fradinho, moela e salada de cenoura.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 20:02:06.929,2022-07-19,,76,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,7
2022-07-31 20:02:36.255,2022-07-20,,66,"arroz, feijao, carne moida e maionese.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 20:03:20.052,2022-07-21,,60,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,7
2022-07-31 20:03:57.121,2022-07-22,,67,"arroz, feijao, frango e polenta.",6.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 20:04:33.078,2022-07-25,,67,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,7
2022-07-31 20:05:23.570,2022-07-26,,65,"arroz, feijao, carne de soja e polenta.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 20:06:10.609,2022-07-27,,67,"arroz, feijao preto, carne moida e farofa de cenoura.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-07-31 20:06:34.541,2022-07-28,,75,salada de macarrao.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,7
2022-07-31 20:07:15.737,2022-07-29,,63,"arroz, feijao, pure de cabotia e carne de porco.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,7
2022-08-31 16:56:36.617,2022-08-01,,75,arroz carreteiro e feijao tropeiro.,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 16:57:22.242,2022-08-02,,63,"arroz, feijao, calabresa e farofa de cenoura.",0.0,0.0,5.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 16:58:20.340,2022-08-03,,72,"arroz, feijao preto , carne de soja e polenta.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 16:59:22.751,2022-08-04,,110,macarrao a bolonhesa.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,8
2022-08-31 16:59:54.587,2022-08-05,,61,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,8
2022-08-31 17:01:00.037,2022-08-06,,65,"arroz, feijao preto, moela  e espinafre com acelga.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 17:01:42.031,2022-08-08,,64,"arroz, feijao preto, soja e salada de acelga.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 17:02:10.212,2022-08-09,,66,"arroz, feijoada e vinagrete.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 17:02:47.231,2022-08-10,,66,"arroz, strogonoff de frango e batata palha.",6.0,0.0,0.0,0.0,5.0,0.0,0.0,2022,8
2022-08-31 17:03:38.829,2022-08-11,,61,macarrao a bolonhesa.,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2022,8
2022-08-31 17:04:32.064,2022-08-12,,66,"arroz, feijao preto, linguiça e salada de repolho.",0.0,0.0,0.0,5.0,5.0,2.0,0.0,2022,8
2022-08-31 17:05:13.298,2022-08-13,,65,"arroz, feijao preto, moela e maionese.",0.0,0.0,0.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 17:05:56.053,2022-08-15,,66,"arroz, feijao preto, calabresa e vinagrete.",0.0,0.0,5.0,0.0,5.0,2.0,0.0,2022,8
2022-08-31 17:06:40.133,2022-08-16,,70,"arroz, feijao preto, carne moida com repolho e salada de acelga.",0.0,4.0,0.0,0.0,5.0,2.0,0.0,2022,8
