Data,ID,Forma_Pagamento,Valor
16/05/2023,6821427,PIX RECEBIDO,30.0
16/05/2023,42672438,PIX RECEBIDO,50.0
17/05/2023,80074342,PIX RECEBIDO,100.0
19/05/2023,35274115,PIX RECEBIDO,50.0
22/05/2023,70381910,PIX RECEBIDO,30.0
22/05/2023,74993959,PIX RECEBIDO,200.0
22/05/2023,14702559,PIX RECEBIDO,40.0
29/05/2023,89655637,PIX RECEBIDO,300.0
29/05/2023,28485256,PIX RECEBIDO,50.0
30/05/2023,910175,PIX RECEBIDO,50.0
30/05/2023,36696773,PIX RECEBIDO,500.0
30/05/2023,76762512,PIX RECEBIDO,50.0
30/05/2023,1657608,PIX RECEBIDO,100.0
30/05/2023,28383099,PIX RECEBIDO,50.0
30/05/2023,75441102,PIX RECEBIDO,50.0
31/05/2023,16068039,PIX RECEBIDO,50.0
31/05/2023,39099146,PIX RECEBIDO,30.0
31/05/2023,55385362,PIX RECEBIDO,300.0
31/05/2023,9186935,PIX RECEBIDO,50.0
31/05/2023,46825102,PIX RECEBIDO,450.0
31/05/2023,8450455,PIX RECEBIDO,100.0
31/05/2023,87189104,PIX RECEBIDO,300.0
31/05/2023,76057342,PIX RECEBIDO,50.0
06/01/2023,85199846,PIX RECEBIDO,100.0
06/01/2023,55217087,TRANSFERENCIA A CREDITO,100.0
06/01/2023,12533952,PIX RECEBIDO,150.0
06/01/2023,86052017,PIX RECEBIDO,50.0
06/01/2023,49639514,PIX RECEBIDO,50.0
06/01/2023,62043173,PIX RECEBIDO,120.0
06/01/2023,54129872,PIX RECEBIDO,50.0
06/01/2023,43247610,PIX RECEBIDO,500.0
06/01/2023,16443561,PIX RECEBIDO,100.0
06/01/2023,33249407,PIX RECEBIDO,100.0
06/01/2023,66554740,PIX RECEBIDO,100.0
06/01/2023,81001308,PIX RECEBIDO,200.0
06/01/2023,96838542,PIX RECEBIDO,50.0
06/01/2023,96587272,PIX RECEBIDO,30.0
06/01/2023,81862845,PIX RECEBIDO,150.0
06/01/2023,31084513,PIX RECEBIDO,150.0
06/01/2023,95782718,PIX RECEBIDO,50.0
06/01/2023,21718869,PIX RECEBIDO,50.0
06/01/2023,63849668,PIX RECEBIDO,100.0
06/01/2023,72636841,PIX RECEBIDO,30.0
06/01/2023,66673177,PIX RECEBIDO,150.0
06/01/2023,25467959,PIX RECEBIDO,200.0
06/01/2023,3470604,PIX RECEBIDO,30.0
06/01/2023,82272599,PIX RECEBIDO,50.0
06/01/2023,47477158,PIX RECEBIDO,250.0
06/01/2023,65837441,PIX RECEBIDO,100.0
06/01/2023,29046527,PIX RECEBIDO,50.0
06/01/2023,15302444,PIX RECEBIDO,30.0
06/01/2023,17899486,PIX RECEBIDO,150.0
06/01/2023,80040980,PIX RECEBIDO,50.0
06/01/2023,11554105,PIX RECEBIDO,100.0
06/01/2023,8311474,DOC - CREDITO EM CONTA,200.0
06/02/2023,11898336,PIX RECEBIDO,30.0
06/02/2023,24884186,TED RECEBIDA,80.0
06/02/2023,76693547,PIX RECEBIDO,200.0
06/02/2023,71062221,PIX RECEBIDO,100.0
06/02/2023,95625891,PIX RECEBIDO,50.0
06/02/2023,92094271,PIX RECEBIDO,50.0
06/05/2023,20229240,PIX RECEBIDO,30.0
06/05/2023,22826116,PIX RECEBIDO,100.0
06/05/2023,14353532,PIX RECEBIDO,300.0
06/05/2023,16000918,PIX RECEBIDO,120.0
06/05/2023,85903401,PIX RECEBIDO,30.0
06/06/2023,6821427,PIX RECEBIDO,30.0
06/06/2023,64291322,PIX RECEBIDO,150.0
06/06/2023,82022482,PIX RECEBIDO,50.0
06/07/2023,20637284,PIX RECEBIDO,80.0
06/07/2023,66139672,PIX RECEBIDO,700.0
06/07/2023,14702559,PIX RECEBIDO,40.0
06/07/2023,19078696,PIX RECEBIDO,30.0
06/09/2023,81757505,PIX RECEBIDO,200.0
06/09/2023,29491815,PIX RECEBIDO,50.0
06/09/2023,42263731,PIX RECEBIDO,50.0
06/12/2023,57951176,PIX RECEBIDO,100.0
06/12/2023,9862902,PIX RECEBIDO,40.0
06/12/2023,26564652,PIX RECEBIDO,500.0
13/06/2023,35811957,PIX RECEBIDO,200.0
13/06/2023,99783018,PIX RECEBIDO,100.0
15/06/2023,80074342,PIX RECEBIDO,100.0
15/06/2023,92581927,PIX RECEBIDO,40.0
15/06/2023,90452742,DOC - CREDITO EM CONTA,40.0
19/06/2023,6351202,PIX RECEBIDO,100.0
19/06/2023,70381910,PIX RECEBIDO,30.0
19/06/2023,81001308,PIX RECEBIDO,200.0
19/06/2023,11905834,PIX RECEBIDO,200.0
20/06/2023,23189628,PIX RECEBIDO,50.0
20/06/2023,74993959,PIX RECEBIDO,200.0
22/06/2023,95903866,PIX RECEBIDO,300.0
23/06/2023,11898336,PIX RECEBIDO,30.0
29/06/2023,29046527,PIX RECEBIDO,50.0
29/06/2023,43247610,PIX RECEBIDO,500.0
30/06/2023,910175,PIX RECEBIDO,50.0
30/06/2023,47477158,PIX RECEBIDO,250.0
30/06/2023,39099146,PIX RECEBIDO,30.0
30/06/2023,28383099,PIX RECEBIDO,50.0
30/06/2023,36696773,PIX RECEBIDO,500.0
07/03/2023,82022482,PIX RECEBIDO,50.0
07/03/2023,31084513,PIX RECEBIDO,150.0
07/03/2023,31084513,PIX RECEBIDO,150.0
07/03/2023,54129872,PIX RECEBIDO,50.0
07/03/2023,96587272,PIX RECEBIDO,30.0
07/03/2023,33249407,PIX RECEBIDO,100.0
07/03/2023,12533952,PIX RECEBIDO,150.0
07/03/2023,49639514,PIX RECEBIDO,50.0
07/03/2023,86052017,PIX RECEBIDO,50.0
07/03/2023,81862845,PIX RECEBIDO,150.0
07/03/2023,62043173,PIX RECEBIDO,120.0
07/03/2023,3470604,PIX RECEBIDO,30.0
07/03/2023,15302444,PIX RECEBIDO,30.0
07/03/2023,55385362,PIX RECEBIDO,200.0
07/03/2023,17899486,PIX RECEBIDO,150.0
07/03/2023,66554740,PIX RECEBIDO,100.0
07/03/2023,75441102,PIX RECEBIDO,50.0
07/03/2023,28485256,PIX RECEBIDO,50.0
07/03/2023,64291322,PIX RECEBIDO,150.0
07/03/2023,80202154,PIX RECEBIDO,100.0
07/03/2023,72636841,PIX RECEBIDO,30.0
07/03/2023,9186935,PIX RECEBIDO,50.0
07/03/2023,21645217,PIX RECEBIDO,50.0
07/03/2023,85490801,PIX RECEBIDO,50.0
07/03/2023,16068039,PIX RECEBIDO,50.0
07/03/2023,11998721,PIX RECEBIDO,40.0
07/03/2023,46825102,PIX RECEBIDO,450.0
07/03/2023,67185877,PIX RECEBIDO,200.0
07/03/2023,98430076,PIX RECEBIDO,200.0
07/03/2023,76057342,PIX RECEBIDO,50.0
07/03/2023,82272599,PIX RECEBIDO,50.0
07/03/2023,41814059,PIX RECEBIDO,50.0
07/03/2023,78996138,PIX RECEBIDO,50.0
07/03/2023,63849668,PIX RECEBIDO,100.0
07/03/2023,55217087,TRANSFERENCIA A CREDITO,100.0
07/03/2023,80040980,PIX RECEBIDO,50.0
07/03/2023,20229240,PIX RECEBIDO,30.0
07/03/2023,22826116,PIX RECEBIDO,100.0
07/03/2023,85199846,PIX RECEBIDO,100.0
07/03/2023,3070607,PIX RECEBIDO,40.0
07/03/2023,24884186,TED RECEBIDA,80.0
07/03/2023,96838542,PIX RECEBIDO,50.0
07/03/2023,92094271,PIX RECEBIDO,50.0
07/03/2023,89655637,PIX RECEBIDO,50.0
07/03/2023,21718869,PIX RECEBIDO,50.0
07/03/2023,20637284,PIX RECEBIDO,80.0
07/03/2023,66673177,PIX RECEBIDO,150.0
07/03/2023,26564652,PIX RECEBIDO,500.0
07/03/2023,14353532,PIX RECEBIDO,300.0
07/03/2023,544645,PIX RECEBIDO,50.0
07/03/2023,8311474,DOC - CREDITO EM CONTA,200.0
07/04/2023,32491153,PIX RECEBIDO,100.0
07/04/2023,95782718,PIX RECEBIDO,50.0
07/04/2023,71062221,PIX RECEBIDO,100.0
07/04/2023,65837441,PIX RECEBIDO,100.0
07/04/2023,84968933,PIX RECEBIDO,60.0
07/05/2023,16000918,PIX RECEBIDO,120.0
07/05/2023,72435383,PIX RECEBIDO,50.0
07/05/2023,11554105,PIX RECEBIDO,100.0
07/05/2023,19078696,PIX RECEBIDO,30.0
07/05/2023,42263731,PIX RECEBIDO,50.0
07/05/2023,9862902,PIX RECEBIDO,40.0
07/05/2023,16443561,PIX RECEBIDO,100.0
07/05/2023,98189054,PIX RECEBIDO,150.0
07/05/2023,14702559,PIX RECEBIDO,40.0
07/06/2023,62383443,PIX RECEBIDO,100.0
07/06/2023,54503978,PIX RECEBIDO,50.0
07/06/2023,87189104,PIX RECEBIDO,300.0
07/06/2023,37035879,PIX RECEBIDO,30.0
07/06/2023,47795250,PIX RECEBIDO,100.0
07/06/2023,23189628,PIX RECEBIDO,100.0
07/07/2023,25467959,PIX RECEBIDO,200.0
07/10/2023,81757505,PIX RECEBIDO,200.0
07/10/2023,85903401,PIX RECEBIDO,30.0
07/10/2023,29491815,PIX RECEBIDO,50.0
07/10/2023,57951176,PIX RECEBIDO,100.0
07/10/2023,6821427,PIX RECEBIDO,30.0
07/10/2023,99783018,PIX RECEBIDO,50.0
13/07/2023,35811957,PIX RECEBIDO,200.0
14/07/2023,11905834,PIX RECEBIDO,200.0
17/07/2023,92581927,PIX RECEBIDO,40.0
17/07/2023,90452742,DOC - CREDITO EM CONTA,40.0
20/07/2023,74993959,PIX RECEBIDO,200.0
24/07/2023,70381910,PIX RECEBIDO,30.0
28/07/2023,47477158,PIX RECEBIDO,250.0
28/07/2023,43247610,PIX RECEBIDO,500.0
28/07/2023,910175,PIX RECEBIDO,50.0
28/07/2023,28485256,PIX RECEBIDO,30.0
31/07/2023,75441102,PIX RECEBIDO,50.0
31/07/2023,29046527,PIX RECEBIDO,50.0
31/07/2023,76693547,PIX RECEBIDO,200.0
31/07/2023,31084513,PIX RECEBIDO,150.0
31/07/2023,28383099,PIX RECEBIDO,50.0
31/07/2023,39099146,PIX RECEBIDO,30.0
31/07/2023,15302444,PIX RECEBIDO,30.0
31/07/2023,55385362,PIX RECEBIDO,150.0
31/07/2023,46825102,PIX RECEBIDO,450.0
31/07/2023,76057342,PIX RECEBIDO,50.0
31/07/2023,65837441,PIX RECEBIDO,100.0
31/07/2023,9186935,PIX RECEBIDO,50.0
31/07/2023,35274115,PIX RECEBIDO,100.0
08/01/2023,55217087,TRANSFERENCIA A CREDITO,100.0
08/01/2023,33249407,PIX RECEBIDO,100.0
08/01/2023,21718869,PIX RECEBIDO,50.0
08/01/2023,96587272,PIX RECEBIDO,30.0
08/01/2023,49639514,PIX RECEBIDO,50.0
08/01/2023,81862845,PIX RECEBIDO,150.0
08/01/2023,16443561,PIX RECEBIDO,100.0
08/01/2023,86052017,PIX RECEBIDO,50.0
08/01/2023,85199846,PIX RECEBIDO,100.0
08/01/2023,66554740,PIX RECEBIDO,100.0
08/01/2023,12533952,PIX RECEBIDO,150.0
08/01/2023,80040980,PIX RECEBIDO,50.0
08/01/2023,54129872,PIX RECEBIDO,50.0
08/01/2023,72636841,PIX RECEBIDO,30.0
08/01/2023,82272599,PIX RECEBIDO,50.0
08/01/2023,24884186,TED RECEBIDA,80.0
08/01/2023,63849668,PIX RECEBIDO,100.0
08/01/2023,25467959,PIX RECEBIDO,200.0
08/01/2023,98430076,PIX RECEBIDO,200.0
08/01/2023,20637284,PIX RECEBIDO,80.0
08/01/2023,95782718,PIX RECEBIDO,50.0
08/01/2023,82022482,PIX RECEBIDO,50.0
08/01/2023,3470604,PIX RECEBIDO,30.0
08/01/2023,62043173,PIX RECEBIDO,120.0
08/01/2023,17899486,PIX RECEBIDO,150.0
08/01/2023,99653882,PIX RECEBIDO,100.0
08/01/2023,96838542,PIX RECEBIDO,50.0
08/01/2023,92094271,PIX RECEBIDO,50.0
08/01/2023,26564652,PIX RECEBIDO,500.0
08/01/2023,78996138,PIX RECEBIDO,50.0
08/01/2023,67185877,PIX RECEBIDO,100.0
08/01/2023,41814059,PIX RECEBIDO,50.0
08/01/2023,8311474,DOC - CREDITO EM CONTA,200.0
08/02/2023,19078696,PIX RECEBIDO,30.0
08/02/2023,89655637,PIX RECEBIDO,50.0
08/02/2023,544645,PIX RECEBIDO,50.0
08/02/2023,36696773,PIX RECEBIDO,400.0
08/02/2023,85490801,PIX RECEBIDO,50.0
08/02/2023,16068039,PIX RECEBIDO,50.0
08/02/2023,80202154,PIX RECEBIDO,100.0
08/02/2023,64291322,PIX RECEBIDO,150.0
08/02/2023,85903401,PIX RECEBIDO,30.0
08/02/2023,91053406,PIX RECEBIDO,60.0
08/03/2023,20229240,PIX RECEBIDO,30.0
08/03/2023,22826116,PIX RECEBIDO,100.0
08/03/2023,71487578,PIX RECEBIDO,50.0
08/03/2023,13630338,PIX RECEBIDO,50.0
08/03/2023,95418888,PIX RECEBIDO,50.0
08/04/2023,16000918,PIX RECEBIDO,120.0
08/04/2023,42263731,PIX RECEBIDO,50.0
08/04/2023,23189628,PIX RECEBIDO,100.0
08/07/2023,14702559,PIX RECEBIDO,40.0
08/07/2023,9862902,PIX RECEBIDO,40.0
08/07/2023,54503978,PIX RECEBIDO,50.0
08/08/2023,81757505,PIX RECEBIDO,200.0
08/08/2023,3070607,PIX RECEBIDO,40.0
08/08/2023,6821427,PIX RECEBIDO,30.0
08/08/2023,66673177,PIX RECEBIDO,150.0
08/08/2023,1657608,PIX RECEBIDO,110.0
08/09/2023,29491815,PIX RECEBIDO,50.0
08/10/2023,57951176,PIX RECEBIDO,100.0
08/10/2023,14353532,PIX RECEBIDO,300.0
08/10/2023,95903866,PIX RECEBIDO,200.0
14/08/2023,35811957,PIX RECEBIDO,200.0
14/08/2023,6351202,PIX RECEBIDO,200.0
15/08/2023,90452742,DOC - CREDITO EM CONTA,40.0
17/08/2023,92581927,PIX RECEBIDO,40.0
21/08/2023,74993959,PIX RECEBIDO,200.0
28/08/2023,7227114,PIX RECEBIDO,200.0
28/08/2023,35274115,PIX RECEBIDO,100.0
29/08/2023,70381910,PIX RECEBIDO,30.0
30/08/2023,55385362,PIX RECEBIDO,200.0
30/08/2023,47477158,PIX RECEBIDO,250.0
30/08/2023,910175,PIX RECEBIDO,50.0
30/08/2023,39099146,PIX RECEBIDO,30.0
30/08/2023,28485256,PIX RECEBIDO,50.0
30/08/2023,28383099,PIX RECEBIDO,50.0
30/08/2023,75441102,PIX RECEBIDO,50.0
30/08/2023,58302957,PIX RECEBIDO,20.0
31/08/2023,29046527,PIX RECEBIDO,50.0
31/08/2023,17920277,PIX RECEBIDO,50.0
31/08/2023,98430076,PIX RECEBIDO,200.0
31/08/2023,15302444,PIX RECEBIDO,30.0
31/08/2023,43247610,PIX RECEBIDO,500.0
09/01/2023,55217087,TRANSFERENCIA A CREDITO,100.0
09/01/2023,54129872,PIX RECEBIDO,50.0
09/01/2023,31084513,PIX RECEBIDO,150.0
09/01/2023,14353532,PIX RECEBIDO,300.0
09/01/2023,33249407,PIX RECEBIDO,100.0
09/01/2023,96587272,PIX RECEBIDO,30.0
09/01/2023,86052017,PIX RECEBIDO,50.0
09/01/2023,24884186,TED RECEBIDA,80.0
09/01/2023,12533952,PIX RECEBIDO,150.0
09/01/2023,46825102,PIX RECEBIDO,450.0
09/01/2023,26564652,PIX RECEBIDO,500.0
09/01/2023,66554740,PIX RECEBIDO,100.0
09/01/2023,1657608,PIX RECEBIDO,100.0
09/01/2023,72636841,PIX RECEBIDO,30.0
09/01/2023,95418888,PIX RECEBIDO,50.0
09/01/2023,78996138,PIX RECEBIDO,50.0
09/01/2023,80040980,PIX RECEBIDO,50.0
09/01/2023,67505605,PIX RECEBIDO,60.0
09/01/2023,17899486,PIX RECEBIDO,150.0
09/01/2023,30622517,PIX RECEBIDO,100.0
09/01/2023,85199846,PIX RECEBIDO,100.0
09/01/2023,83182031,PIX RECEBIDO,100.0
09/01/2023,62043173,PIX RECEBIDO,120.0
09/01/2023,11554105,PIX RECEBIDO,100.0
09/01/2023,82272599,PIX RECEBIDO,50.0
09/01/2023,41814059,PIX RECEBIDO,50.0
09/01/2023,80202154,PIX RECEBIDO,100.0
09/01/2023,32970130,PIX RECEBIDO,15.0
09/01/2023,92094271,PIX RECEBIDO,50.0
09/01/2023,62383443,PIX RECEBIDO,100.0
09/01/2023,8311474,DOC - CREDITO EM CONTA,200.0
09/04/2023,91053406,PIX RECEBIDO,60.0
09/04/2023,16443561,PIX RECEBIDO,100.0
09/04/2023,20229240,PIX RECEBIDO,30.0
09/04/2023,76057342,PIX RECEBIDO,50.0
09/04/2023,14702559,PIX RECEBIDO,40.0
09/04/2023,96838542,PIX RECEBIDO,50.0
09/04/2023,21718869,PIX RECEBIDO,50.0
09/04/2023,19078696,PIX RECEBIDO,30.0
09/04/2023,25467959,PIX RECEBIDO,200.0
09/04/2023,9186935,PIX RECEBIDO,50.0
09/04/2023,20637284,PIX RECEBIDO,80.0
09/05/2023,65837441,PIX RECEBIDO,100.0
09/05/2023,544645,PIX RECEBIDO,50.0
09/05/2023,85490801,PIX RECEBIDO,50.0
09/05/2023,95782718,PIX RECEBIDO,50.0
09/05/2023,67185877,PIX RECEBIDO,150.0
09/05/2023,81862845,PIX RECEBIDO,150.0
09/05/2023,16068039,PIX RECEBIDO,50.0
09/06/2023,66673177,PIX RECEBIDO,150.0
09/06/2023,54503978,PIX RECEBIDO,50.0
09/06/2023,87189104,PIX RECEBIDO,300.0
09/06/2023,89655637,PIX RECEBIDO,50.0
09/06/2023,63849668,PIX RECEBIDO,100.0
09/06/2023,82022482,PIX RECEBIDO,50.0
09/06/2023,42263731,PIX RECEBIDO,50.0
09/08/2023,16000918,PIX RECEBIDO,120.0
09/08/2023,6821427,PIX RECEBIDO,50.0
09/11/2023,29491815,PIX RECEBIDO,50.0
09/11/2023,57951176,PIX RECEBIDO,100.0
09/11/2023,85903401,PIX RECEBIDO,30.0
09/11/2023,35274115,PIX RECEBIDO,200.0
13/09/2023,35811957,PIX RECEBIDO,200.0
13/09/2023,9907235,PIX RECEBIDO,300.0
15/09/2023,23189628,PIX RECEBIDO,100.0
15/09/2023,90452742,DOC - CREDITO EM CONTA,40.0
18/09/2023,70381910,PIX RECEBIDO,30.0
18/09/2023,92581927,PIX RECEBIDO,40.0
18/09/2023,81260639,PIX RECEBIDO,100.0
18/09/2023,84968933,PIX RECEBIDO,50.0
21/09/2023,3070607,PIX RECEBIDO,40.0
22/09/2023,73724550,PIX RECEBIDO,100.0
22/09/2023,11905834,PIX RECEBIDO,100.0
22/09/2023,13767097,PIX RECEBIDO,100.0
22/09/2023,83182031,PIX RECEBIDO,100.0
28/09/2023,910175,PIX RECEBIDO,50.0
29/09/2023,39099146,PIX RECEBIDO,30.0
29/09/2023,55385362,PIX RECEBIDO,150.0
29/09/2023,43247610,PIX RECEBIDO,500.0
29/09/2023,15302444,PIX RECEBIDO,30.0
10/02/2023,58302957,PIX RECEBIDO,20.0
10/02/2023,29046527,PIX RECEBIDO,50.0
10/02/2023,19078696,PIX RECEBIDO,30.0
10/02/2023,96587272,PIX RECEBIDO,30.0
10/02/2023,54129872,PIX RECEBIDO,50.0
10/02/2023,31084513,PIX RECEBIDO,150.0
10/02/2023,12533952,PIX RECEBIDO,150.0
10/02/2023,33249407,PIX RECEBIDO,100.0
10/02/2023,17920277,PIX RECEBIDO,50.0
10/02/2023,28383099,PIX RECEBIDO,50.0
10/02/2023,82272599,PIX RECEBIDO,50.0
10/02/2023,62043173,PIX RECEBIDO,200.0
10/02/2023,85199846,PIX RECEBIDO,100.0
10/02/2023,17899486,PIX RECEBIDO,150.0
10/02/2023,16068039,PIX RECEBIDO,50.0
10/02/2023,80040980,PIX RECEBIDO,50.0
10/02/2023,98430076,PIX RECEBIDO,200.0
10/02/2023,86052017,PIX RECEBIDO,60.0
10/02/2023,55217087,TRANSFERENCIA A CREDITO,100.0
10/02/2023,67185877,PIX RECEBIDO,150.0
10/02/2023,81862845,PIX RECEBIDO,150.0
10/02/2023,91053406,PIX RECEBIDO,60.0
10/02/2023,36696773,PIX RECEBIDO,500.0
10/02/2023,41814059,PIX RECEBIDO,50.0
10/02/2023,37379704,PIX RECEBIDO,518.51
10/02/2023,80202154,PIX RECEBIDO,100.0
10/02/2023,96838542,PIX RECEBIDO,50.0
10/02/2023,46825102,PIX RECEBIDO,450.0
10/02/2023,63849668,PIX RECEBIDO,50.0
10/02/2023,99783018,PIX RECEBIDO,50.0
10/02/2023,25467959,PIX RECEBIDO,200.0
10/02/2023,21718869,PIX RECEBIDO,50.0
10/02/2023,92094271,PIX RECEBIDO,50.0
10/02/2023,54503978,PIX RECEBIDO,50.0
10/02/2023,1657608,PIX RECEBIDO,100.0
10/02/2023,89655637,PIX RECEBIDO,50.0
10/02/2023,24884186,TED RECEBIDA,80.0
10/02/2023,78996138,PIX RECEBIDO,50.0
10/02/2023,72636841,PIX RECEBIDO,30.0
10/02/2023,16443561,PIX RECEBIDO,100.0
10/02/2023,8311474,DOC - CREDITO EM CONTA,200.0
10/03/2023,20229240,PIX RECEBIDO,30.0
10/03/2023,76057342,PIX RECEBIDO,50.0
10/03/2023,95782718,PIX RECEBIDO,50.0
10/03/2023,66673177,PIX RECEBIDO,150.0
10/03/2023,66554740,PIX RECEBIDO,100.0
10/03/2023,23189628,PIX RECEBIDO,100.0
10/03/2023,85490801,PIX RECEBIDO,50.0
10/04/2023,28485256,PIX RECEBIDO,35.0
10/04/2023,47477158,PIX RECEBIDO,250.0
10/04/2023,14353532,PIX RECEBIDO,300.0
10/04/2023,20637284,PIX RECEBIDO,80.0
10/04/2023,14702559,PIX RECEBIDO,40.0
10/05/2023,42263731,PIX RECEBIDO,50.0
10/05/2023,64291322,PIX RECEBIDO,150.0
10/06/2023,16000918,PIX RECEBIDO,120.0
10/06/2023,11905834,PIX RECEBIDO,200.0
10/09/2023,82022482,PIX RECEBIDO,50.0
10/09/2023,29491815,PIX RECEBIDO,50.0
10/09/2023,65837441,PIX RECEBIDO,100.0
10/10/2023,57951176,PIX RECEBIDO,100.0
13/10/2023,6821427,PIX RECEBIDO,30.0
13/10/2023,35811957,PIX RECEBIDO,200.0
16/10/2023,90452742,DOC - CREDITO EM CONTA,40.0
17/10/2023,92581927,PIX RECEBIDO,40.0
17/10/2023,32491153,PIX RECEBIDO,150.0
19/10/2023,70381910,PIX RECEBIDO,30.0
30/10/2023,36696773,PIX RECEBIDO,500.0
30/10/2023,19078696,PIX RECEBIDO,30.0
30/10/2023,58302957,PIX RECEBIDO,20.0
30/10/2023,910175,PIX RECEBIDO,50.0
30/10/2023,21718869,PIX RECEBIDO,50.0
30/10/2023,55385362,PIX RECEBIDO,150.0
30/10/2023,47477158,PIX RECEBIDO,250.0
30/10/2023,16068039,PIX RECEBIDO,50.0
30/10/2023,28383099,PIX RECEBIDO,50.0
30/10/2023,75441102,PIX RECEBIDO,50.0
30/10/2023,35274115,PIX RECEBIDO,100.0
31/10/2023,17920277,PIX RECEBIDO,50.0
31/10/2023,29046527,PIX RECEBIDO,50.0
31/10/2023,83182031,PIX RECEBIDO,100.0
31/10/2023,8311474,PIX RECEBIDO,200.0
31/10/2023,95418888,PIX RECEBIDO,50.0
31/10/2023,39099146,PIX RECEBIDO,30.0
31/10/2023,1657608,PIX RECEBIDO,100.0
31/10/2023,89655637,PIX RECEBIDO,50.0
31/10/2023,41814059,PIX RECEBIDO,50.0
11/01/2023,55217087,TRANSFERENCIA A CREDITO,100.0
11/01/2023,33249407,PIX RECEBIDO,100.0
11/01/2023,54129872,PIX RECEBIDO,50.0
11/01/2023,86052017,PIX RECEBIDO,60.0
11/01/2023,12533952,PIX RECEBIDO,150.0
11/01/2023,31084513,PIX RECEBIDO,150.0
11/01/2023,66554740,PIX RECEBIDO,100.0
11/01/2023,96587272,PIX RECEBIDO,30.0
11/01/2023,24884186,TED RECEBIDA,80.0
11/01/2023,62043173,PIX RECEBIDO,120.0
11/01/2023,16443561,PIX RECEBIDO,100.0
11/01/2023,46825102,PIX RECEBIDO,450.0
11/01/2023,72636841,PIX RECEBIDO,30.0
11/01/2023,85199846,PIX RECEBIDO,100.0
11/01/2023,64291322,PIX RECEBIDO,150.0
11/01/2023,17899486,PIX RECEBIDO,150.0
11/01/2023,82272599,PIX RECEBIDO,50.0
11/01/2023,96838542,PIX RECEBIDO,50.0
11/01/2023,9186935,PIX RECEBIDO,50.0
11/01/2023,15302444,PIX RECEBIDO,30.0
11/01/2023,80040980,PIX RECEBIDO,50.0
11/01/2023,80202154,PIX RECEBIDO,100.0
11/01/2023,63849668,PIX RECEBIDO,100.0
11/01/2023,28485256,PIX RECEBIDO,40.0
11/01/2023,43247610,PIX RECEBIDO,500.0
11/01/2023,14702559,PIX RECEBIDO,40.0
11/01/2023,98189054,PIX RECEBIDO,100.0
11/01/2023,98430076,PIX RECEBIDO,200.0
11/03/2023,91053406,PIX RECEBIDO,60.0
11/03/2023,91053406,PIX RECEBIDO,60.0
11/03/2023,14353532,PIX RECEBIDO,300.0
11/03/2023,20229240,PIX RECEBIDO,30.0
11/03/2023,76057342,PIX RECEBIDO,50.0
11/03/2023,95782718,PIX RECEBIDO,50.0
11/03/2023,92094271,PIX RECEBIDO,50.0
11/06/2023,78996138,PIX RECEBIDO,50.0
11/06/2023,85490801,PIX RECEBIDO,50.0
11/06/2023,42263731,PIX RECEBIDO,50.0
11/07/2023,16000918,PIX RECEBIDO,120.0
11/07/2023,66673177,PIX RECEBIDO,150.0
11/07/2023,20637284,PIX RECEBIDO,80.0
11/07/2023,54503978,PIX RECEBIDO,50.0
11/07/2023,6821427,PIX RECEBIDO,30.0
11/07/2023,82022482,PIX RECEBIDO,50.0
11/08/2023,81862845,PIX RECEBIDO,150.0
11/08/2023,11905834,PIX RECEBIDO,200.0
11/08/2023,544645,PIX RECEBIDO,50.0
11/09/2023,29491815,PIX RECEBIDO,50.0
11/09/2023,67185877,PIX RECEBIDO,200.0
11/09/2023,3070607,PIX RECEBIDO,40.0
11/09/2023,23189628,PIX RECEBIDO,100.0
11/10/2023,57951176,PIX RECEBIDO,100.0
11/10/2023,99783018,PIX RECEBIDO,50.0
11/10/2023,26564652,PIX RECEBIDO,500.0
11/10/2023,25467959,PIX RECEBIDO,200.0
13/11/2023,35811957,PIX RECEBIDO,200.0
16/11/2023,90452742,DOC - CREDITO EM CONTA,40.0
20/11/2023,70381910,PIX RECEBIDO,30.0
21/11/2023,92581927,PIX RECEBIDO,40.0
22/11/2023,20637284,PIX RECEBIDO,80.0
29/11/2023,910175,PIX RECEBIDO,50.0
29/11/2023,16068039,PIX RECEBIDO,50.0
30/11/2023,55385362,PIX RECEBIDO,150.0
30/11/2023,39099146,PIX RECEBIDO,30.0
30/11/2023,28383099,PIX RECEBIDO,50.0
30/11/2023,47477158,PIX RECEBIDO,250.0
30/11/2023,14353532,PIX RECEBIDO,300.0
30/11/2023,81862845,PIX RECEBIDO,150.0
30/11/2023,21718869,PIX RECEBIDO,50.0
30/11/2023,46825102,PIX RECEBIDO,450.0
30/11/2023,98430076,PIX RECEBIDO,200.0
12/01/2023,55217087,desconhecido,100.0
12/01/2023,96587272,CP,30.0
12/01/2023,33249407,CP,100.0
12/01/2023,62043173,CP,120.0
12/01/2023,86052017,CP,60.0
12/01/2023,12533952,CP,150.0
12/01/2023,17920277,CP,50.0
12/01/2023,31084513,CP,150.0
12/01/2023,54129872,CP,50.0
12/01/2023,8311474,CP,200.0
12/01/2023,29046527,CP,50.0
12/01/2023,85199846,CP,100.0
12/01/2023,16443561,CP,100.0
12/01/2023,17899486,CP,200.0
12/01/2023,80040980,CP,50.0
12/01/2023,58302957,CP,20.0
12/01/2023,72636841,CP,30.0
12/01/2023,89655637,CP,100.0
